id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,enforcement_3,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
IN-7,IN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1231,,1/5/22,,7/1/22,Pending,http://iga.in.gov/legislative/2022/bills/house/1231,http://iga.in.gov/legislative/2022/bills/house/1231#document-fc62f9d8
IN-8,IN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 1362,,1/11/22,,7/1/22,Pending,http://iga.in.gov/legislative/2022/bills/house/1362,http://iga.in.gov/legislative/2022/bills/house/1362#document-51a8398b
IN -9,IN ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1389,,1/13/22,,7/1/22,Pending,http://iga.in.gov/legislative/2022/bills/house/1389,http://iga.in.gov/legislative/2022/bills/house/1389#document-05f5b404
IN-10,IN,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 415,,1/12/22,,7/1/22,Pending,http://iga.in.gov/legislative/2022/bills/senate/415,http://iga.in.gov/legislative/2022/bills/senate/415#document-6581b584
IN-11,IN,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1228,,1/5/22,,7/1/22,Pending,http://iga.in.gov/legislative/2022/bills/house/1228,http://iga.in.gov/legislative/2022/bills/house/1228#document-a504f35e
IN-12,IN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not Specified,Senate Bill 213,,1/6/22,,6/15/22,Expired or Withdrawn,http://iga.in.gov/legislative/2022/bills/senate/213,http://iga.in.gov/legislative/2022/bills/senate/213#document-b4428440
IN-13,IN,Attorney General Todd Rokita,,State,Attorney General Letter,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,11/11/21,11/11/21,6/15/22,Enacted,,https://www.in.gov/attorneygeneral/files/Official-Opinion-2021-2.pdf
IN-14,IN ,Jennings County Superintendent Teresa Brown,"34 W. Main Street North Vernon, IN 47265",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,1/20/22,1/20/22,6/15/22,Enacted,,https://perma.cc/289J-Y4JC
IN -15,IN ,Indiana Republican Party,,State,Policy,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/17/22,6/17/22,7/1/22,Enacted,http://indiana.gop/2022-state-convention,https://perma.cc/9Y4V-27TZ
KS-1,KS,Attorney General,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/15/22,Enacted,,https://perma.cc/QM8T-9EKQ
KS-2,KS,Haven Unified School District 312,"414 W Main St, Haven, KS 67543",LocalSch,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/1/21,,6/15/22,Rejected,https://drive.google.com/file/d/1QY6XyM-AwUHki4YJ6z7im1JaiTOHaXJY/view,https://drive.google.com/file/d/1qyt2JcK0DPZrRqeuw0noH0G-sAO-p-ko/view
KS-3,KS,Lansing School Board ,"200 E Mary St, Lansing, KS 66043",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/9/21,9/12/21,6/15/22,Enacted,,https://go.boarddocs.com/ks/usd469/Board.nsf/files/C6TSYM74FB3C/$file/CRT%20Statement.pdf
KS-4,KS,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Senate Bill 363 ,,1/20/22,,6/15/22,Expired or Withdrawn,http://kslegislature.org/li/b2021_22/measures/sb363/,http://kslegislature.org/li/b2021_22/measures/documents/sb363_00_0000.pdf
KS-5,KS,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 515,,2/15/22,,6/15/22,Expired or Withdrawn,http://www.kslegislature.org/li/b2021_22/measures/sb515/,http://www.kslegislature.org/li/b2021_22/measures/documents/sb515_00_0000.pdf
KS-6,KS,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,House Bill 2662,,2/9/22,,7/1/22,Expired or Withdrawn,http://kslegislature.org/li/b2021_22/measures/hb2662/,http://kslegislature.org/li/b2021_22/measures/documents/hb2662_01_0000.pdf
KS-7,KS,Kansas State Department of Education,,State,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/14/21,7/14/21,6/15/22,Enacted, ,https://perma.cc/XN4F-ZWRQ
KS-8,KS,Goddard School District,"201 S. Main P.O. Box 249. Goddard, Kansas 67052",LocalSch,Policy Change,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,11/10/21,,6/15/22,Expired or Withdrawn,https://www.ksn.com/news/local/goddard-school-district-returns-29-books-removed-from-circulation/,https://perma.cc/CL5U-F797
KS-9,KS,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not Specified,Senate Bill 393,,1/26/22,,6/15/22,Expired or Withdrawn,http://www.kslegislature.org/li/b2021_22/measures/sb393/,http://www.kslegislature.org/li/b2021_22/measures/documents/sb393_00_0000.pdf
KS-10,KS,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,4/1/22,,6/13/22,Rejected,http://www.kslegislature.org/li/b2021_22/measures/sb58/,http://www.kslegislature.org/li/b2021_22/measures/documents/sb58_enrolled.pdf
KY-1,KY,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill Request 60,House Bill Request 69,6/1/21,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/prefiled/BR60.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/BR60/orig_bill.pdf
KY-2,KY,Attorney General Daniel Cameron,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/15/22,Enacted,,https://perma.cc/QM8T-9EKQ
KY-4,KY,Gallatin County School District,"70 Wildcat Circle Warsaw, KY 41095",LocalSch,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Order 2021-2036,,6/15/21,6/15/21,6/15/22,Enacted,,https://portal.ksba.org/public/Agency.aspx?PublicAgencyID=67&AgencyTypeID=1
KY-5,KY,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",Bill Request 69,House Bill Request 60,6/4/21,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/prefiled/BR69.html,https://apps.legislature.ky.gov/record/22rs/prefiled/BR69.html
KY-6,KY,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 14,Senate Bill 1 ,1/4/22,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/hb14.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb14/orig_bill.pdf
KY-7,KY,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 18,,1/4/22,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/hb18.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb18/orig_bill.pdf
KY -8,KY ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 138,Bill Request 70,2/3/22,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/sb138.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/sb138/bill.pdf
KY-9,KY,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 706,,3/1/22,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22RS/hb706.html#actions,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb706/orig_bill.pdf
KY-10,KY,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 487,,2/11/22,,7/1/22,Pending,https://apps.legislature.ky.gov/record/22rs/hb487.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb487/orig_bill.pdf
KY-11,KY ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 1,"House Bill 14, House Bill 487, Senate Bill 138",1/4/22,4/13/22,6/13/22,Enacted,https://apps.legislature.ky.gov/record/22rs/sb1.html,https://apps.legislature.ky.gov/law/acts/22RS/documents/0196.pdf
LA-1,LA,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 564,,4/2/21,,7/1/22,Pending,http://www.legis.la.gov/legis/BillInfo.aspx?s=21rs&b=HB564&sbi=y,https://legis.la.gov/legis/ViewDocument.aspx?d=1211990
LA-2,LA,Attorney General Jeff Landry,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/15/22,Enacted,,https://perma.cc/QM8T-9EKQ
LA-3,LA,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,House Bill 787,,3/4/22,,6/15/22,Expired or Withdrawn,https://www.legis.la.gov/Legis/BillInfo.aspx?s=22RS&b=HB787&sbi=y,https://www.legis.la.gov/Legis/ViewDocument.aspx?d=1258047
LA-4,LA,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 747,,3/4/22,,6/15/22,Expired or Withdrawn,https://www.legis.la.gov/Legis/BillInfo.aspx?s=22RS&b=HB747&sbi=y,https://www.legis.la.gov/Legis/ViewDocument.aspx?d=1257870
LA-5,LA,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 1014,,4/5/22,,6/15/22,Expired or Withdrawn,https://www.legis.la.gov/legis/BillInfo.aspx?s=22RS&b=HB1014&sbi=y,https://www.legis.la.gov/legis/ViewDocument.aspx?d=1266694
LA-6,LA,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,House Bill 837,,3/17/22,,7/1/22,Pending,https://legis.la.gov/legis/BillInfo.aspx?i=242778,https://legis.la.gov/legis/ViewDocument.aspx?d=1260044
MA-1,MA,Mansfield Town Government,"6 Park Row Mansfield, MA 02048",LocalOth,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,5/11/22,,6/13/22,Expired or Withdrawn,,https://perma.cc/2U6K-JEH6
MD-1,MD,Anne Arundel County Council,"44 Calvert St, Annapolis, MD 21401",LocalOth,Resolution,Not Specified,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity only,,,6/7/21,,6/15/22,Rejected,https://perma.cc/Q8UR-PWP2,https://perma.cc/Q8UR-PWP2
MD-2,MD,Carroll County School District,"125 North Court Street, Westminster Maryland 21157",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,7/14/21,1/2/22,6/15/22,Enacted,,https://docs.google.com/document/d/1aQLrEh7U7-ts5KRmTIS1PRl1AVmKVtAadSLAxk-pEAM/edit?fbclid=IwAR3JkuASnlrlkwe15IdLs93XihgrlNhGyXlaRr6MeW2j39kVoXGd2vfo5kU
MD-3,MD,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1256,,3/16/22,,7/1/22,Pending,https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/hb1256,https://mgaleg.maryland.gov/2022RS/bills/hb/hb1256f.pdf
MD-4,MD,Anne Arundel County Council,"44 Calvert St, Annapolis, MD 21401",LocalOth,Resolution,Not Specified,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Bill 81-21,,9/20/21,,6/15/22,Rejected,https://perma.cc/WT24-K4FH,https://perma.cc/Y6LD-VGQA
MD-5,MD,Carroll County Board of Education,"125 North Court Street, Westminster Maryland 21157",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,,,12/8/21,1/12/22,6/15/22,Enacted,https://www.baltimoresun.com/maryland/carroll/education/cc-ccps-political-neutral-policy-20220114-3pbray7u55bxzda3wtqajl6aj4-story.html,https://web.archive.org/web/20211216153701/https://www.carrollk12.org/boe/BoardShareDocs/2021/12-08-2021/Attachments/8.h/Approval%20of%20Politically%20Neutral%20Policy%20and%20Regs.pdf
MD-6,MD,Queen Anne County Board of Education,"202 Chesterfield Ave, Centreville, MD 21617",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,2/2/22,,6/13/22,Rejected,,https://perma.cc/8QT6-LTVS
MD-7,MD,Queen Anne County Board of Education,"202 Chesterfield Ave, Centreville, MD 21617",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,2/2/22,,6/15/22,Rejected,,https://perma.cc/3JR7-NXZU
ME-1,ME,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Legislative Document 550 ,House Paper 395,2/22/21,,6/15/22,Expired or Withdrawn,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=550&snum=130,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0395&item=1&snum=130
ME-2,ME,Lewiston Council,"27 Pine Street
Lewiston, ME 04240",LocalOth,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,3/14/22,,6/10/22,Rejected,,https://www.newscentermaine.com/article/news/local/lewiston-mayor-calls-councilmembers-backdoor-proposal-horrible-breach-of-transparency/97-d4fd479c-5edc-423f-9439-8db96aad89cf
ME-3,ME,Maine Republican Party,"9 Higgins St, Augusta, ME 04330",LocalOth,Statement,Denounces CRT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,4/30/22,,7/1/22,Pending,,https://perma.cc/EL3J-M6NK
MI-1,MI,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity only,Senate Bill 460,,5/20/21,,7/1/22,Pending,http://www.legislature.mi.gov/(S(spch5lu0evaq4deprxznwemw))/mileg.aspx?page=GetObject&objectname=2021-SB-0460,http://www.legislature.mi.gov/documents/2021-2022/billintroduced/Senate/pdf/2021-SIB-0460.pdf
MI-2,MI,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 5097,,6/23/21,,7/1/22,Pending,https://www.legislature.mi.gov/(S(xz220optxrvlycboy1ho000m))/mileg.aspx?page=getObject&objectName=2021-HB-5097,https://www.legislature.mi.gov/documents/2021-2022/billintroduced/House/pdf/2021-HIB-5097.pdf
MI-3,MI,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Senate Bill 868,,2/9/22,,7/1/22,Pending,http://www.legislature.mi.gov/(S(qce4h1z03pn1nsjkpgkpsttl))/mileg.aspx?page=GetObject&objectname=2022-SB-0868,http://www.legislature.mi.gov/documents/2021-2022/billintroduced/Senate/pdf/2022-SIB-0868.pdf
MI-4,MI,Hillsdale College,"33 E College St, Hillsdale, MI 49242",LocalSch,Policy Change,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,The Hillsdale 1776 Curriculum,,6/29/21,6/29/21,7/1/22,Enacted,https://perma.cc/4FB2-C5BX,https://k12.hillsdale.edu/Curriculum/The-Hillsdale-1776-Curriculum/
MN-1,MN,Wrenshall School Board,"207 Pioneer Drive, Wrenshall, MN 55797",LocalSch,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/28/21,7/28/21,6/15/22,Enacted,https://www.isd100.org/district/school-board/meeting-minutes/,https://www.isd100.org/district/school-board/meeting-minutes/
MN-3,MN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not Specified,Senate Bill 2909,,2/4/22,,7/1/22,Pending,https://www.revisor.mn.gov/bills/bill.php?b=senate&f=SF2909&ssn=0&y=2022,https://www.revisor.mn.gov/bills/text.php?number=SF2909&version=0&session=ls92&session_year=2022&session_number=0
MN-4,MN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not Specified,House Bill 3436,,2/14/22,,7/1/22,Pending,https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF3436&ssn=0&y=2021,http://wdoc.house.leg.state.mn.us/leg/LS92/HF3436.0.pdf
MN-5,MN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 2778,,1/31/22,,7/1/22,Pending,https://www.revisor.mn.gov/bills/bill.php?b=house&f=HF2778&ssn=0&y=2022,http://wdoc.house.leg.state.mn.us/leg/LS92/HF2778.0.pdf
MN-6,MN,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 3301,,2/10/22,,7/1/22,Pending,https://www.revisor.mn.gov/bills/bill.php?b=house&f=HF3301&ssn=0&y=2022,http://wdoc.house.leg.state.mn.us/leg/LS92/HF3301.0.pdf
