id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,enforcement_3,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
NE-1,NE,Attorney General Letter,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/15/22,Enacted,,https://perma.cc/QM8T-9EKQ
NE-3,NE,Nebraska Board of Regent Jim Pillen,,State,Resolution,Not Specified,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/13/21,,6/15/22,Rejected,,https://perma.cc/J3RZ-KJ96
NE-4,NE,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Legislative Bill 1077,,1/18/22,,6/16/22,Expired or Withdrawn,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=46904,https://nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB1077.pdf
NH-1,NH,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Race or ethnicity & sex,House Bill 544,,1/6/21,,6/16/22,Expired or Withdrawn,http://gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=732&sy=2021&sortoption=&txtsessionyear=2021&txtbillnumber=HB544,http://gencourt.state.nh.us/bill_status/billText.aspx?id=714&txtFormat=html&sy=2021
NH-2,NH,Monadnock school board ,"600 Old Homestead Hwy, Swanzey, NH 03446",LocalSch,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,5/25/21,,7/1/22,Rejected,https://perma.cc/6FWV-VRJ7,https://perma.cc/J5YH-LSLC
NH-6,NH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House BIll 2,,3/2/21,6/25/21,6/16/22,Enacted,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1082&sy=2021&sortoption=&txtsessionyear=2021&txtbillnumber=HB2,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1080&txtFormat=html&sy=2021
NH-7,NH,Haverhill School Board,"2975 Dartmouth College Highway, North Haverhill, NH 03774",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity only,,,10/4/22,10/4/21,6/16/22,Enacted,,https://docs.google.com/document/d/1EtGMuwE3txKssBcVhPYxshY89LgUmQo-CCqHGqmGuVE/edit
NH-8,NH,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 1313,,1/5/22,,7/1/22,Pending,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2442&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1313,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1535&txtFormat=html&sy=2022
NH-9,NH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not specified,House Bill 1015,,1/5/22,,7/1/22,Pending,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2340&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1015,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1433&txtFormat=html&sy=2022
NH-10,NH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 1255,,1/5/22,,7/1/22,Pending,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2444&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1255,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1537&txtFormat=html&sy=2022
NJ-1,NJ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Assembly Bill 6136,Senate Bill 4166,12/6/21,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2020/A6136,https://www.njleg.state.nj.us/Bills/2020/A9999/6136_I1.PDF
NJ-2,NJ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Senate Bill 4166,Assembly Bill 6136,11/15/21,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2020/S4166,https://www.njleg.state.nj.us/Bills/2020/S4500/4166_I1.PDF
NJ-3,NJ,Legislature,,State,Legislation,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Assembly Bill 6140,Senate Bill 4137,12/6/21,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2020/A6140,https://www.njleg.state.nj.us/Bills/2020/A9999/6140_I1.PDF
NJ-4,NJ,Legislature,,State,Legislation,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 4137,Assembly Bill 6140,11/12/21,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2020/S4137,https://www.njleg.state.nj.us/Bills/2020/S4500/4137_I1.PDF
NJ-5,NJ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Assembly Bill 783,Senate Bill 598,1/11/22,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2022/A783,https://www.njleg.state.nj.us/Bills/2022/A1000/783_I1.PDF
NJ-6,NJ,Legislature,,State,Legislation,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Senate Bill 664,Assembly Bill 3647,1/11/22,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2022/S664,https://www.njleg.state.nj.us/Bills/2022/S1000/664_I1.PDF
NJ-7,NJ,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 2685,,5/19/22,,7/3/22,Pending,https://www.njleg.state.nj.us/bill-search/2022/S2685,https://pub.njleg.state.nj.us/Bills/2022/S3000/2685_I1.PDF
NJ-8,NJ,Lower Township Board of Education,"905 Seashore Road Cape May, NJ 08204",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,2/22/22,,6/14/22,Rejected,,https://perma.cc/WVR8-XQKQ
NM-1,NM,Otero County Commission,"1101 New York Avenue, Alamogordo, NM 88310",LocalOth,Resolution,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,8/12/21,8/12/21,6/16/22,Enacted,,https://perma.cc/673J-962C
NM-2,NM,Alamogordo City Commission,"1376 E 9th St #5855, Alamogordo, NM 88310",LocalOth,Resolution,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,6/25/21,6/25/21,6/16/22,Enacted,,https://perma.cc/46JU-D68L
NM-3,NM,Roosevelt County Commission,"109 W. First St., Portales, NM 88130",LocalOth,Resolution,Not Specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,8/10/21,8/10/21,6/16/22,Enacted,https://www.rooseveltcounty.com/wp-content/uploads/2021/11/minutes-8-10-2021-final-signed.pdf,https://www.rooseveltcounty.com/wp-content/uploads/2021/11/minutes-8-10-2021-final-signed.pdf
NM-4,NM,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 91,,1/19/22,,6/16/22,Expired or Withdrawn,https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=91&year=22,https://www.nmlegis.gov/Sessions/22%20Regular/bills/house/HB0091.pdf
NM-5,NM,Alamogordo  Board of Education,"1211 Hawaii Ave, Alamogordo, NM",LocalSch,Policy Change,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,9/23/21,2/22/22,6/16/22,Enacted,https://perma.cc/6WZ5-C9KS,https://perma.cc/5KW2-8JV8
NM-8,NM,Logan School Board ,"200-298 2nd St, Logan, NM 88426",LocalSch,Policy Change,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,10/11/21,10/11/21,6/16/22,Enacted,https://perma.cc/QTK7-EV52,0
NV-1,NV,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Senate Bill 152,,2/25/21,,6/16/22,Expired or Withdrawn,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7546/Overview,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7546/Text
NY-3,NY,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Assembly Bill 8253,,8/25/21,,7/3/22,Pending,https://www.nysenate.gov/legislation/bills/2021/A8253,https://www.nysenate.gov/legislation/bills/2021/A8253
NY-4,NY,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Assembly Bill 8579,,12/13/21,,7/3/22,Pending,https://www.nysenate.gov/legislation/bills/2021/A8579,https://www.nysenate.gov/legislation/bills/2021/A8579
NY-5,NY,Smithtown Central School District ," 26 New York Avenue, Smithtown, New York 11787",LocalSch,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,8/3/21,8/3/21,7/5/22,Enacted,https://www.washingtonpost.com/education/2022/06/08/school-board-equity-critical-race-theory/,https://map.crtforward.law.ucla.edu/wp-content/uploads/2022/07/NY_5_Smithtown-Central-ban.pdf
OH-1,OH,Springboro School District,"1685 S. Main Street Springboro, OH 45066",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,7/26/21,7/26/21,6/16/22,Enacted,,https://perma.cc/9DH5-JS8P
OH-2,OH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Race or ethnicity & sex,House Bill 322,,5/25/21,,7/3/22,Pending,https://ohiohouse.gov/legislation/134/hb322/status,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb322/IN/00/hb322_00_IN?format=pdf
OH-3,OH,Attorney General David Yost,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/16/22,Enacted,,https://perma.cc/QM8T-9EKQ
OH-4,OH,Ohio Board of Education,,State,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity only,,,7/26/21,7/26/21,6/16/22,Enacted,,https://web.archive.org/web/20211008150303/http:/public.education.ohio.gov/StateBoardBooks/July-2021/Member%20Proposed%20Resolutions/Item%2024%20-%20Request%20for%20Formal%20Opinion%20-%20John%20Hagan%20-%20Resolution.pdf
OH-5,OH,Ohio Board of Education,,State,Resolution,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/13/21,,6/16/22,Rejected,https://perma.cc/MST8-ZBQ9,https://education.ohio.gov/getattachment/State-Board/State-Board-Meetings/State-Board-Meetings-for-2021/Oct-2021-Minutes-Final.pdf.aspx?lang=en-US
OH-6,OH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 327,,5/25/21,,7/3/22,Pending,https://www.legislature.ohio.gov/legislation/legislation-status?id=GA134-HB-327,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb327/IN/00/hb327_00_IN?format=pdf
OH-7,OH,Attorney General David Yost,,State,Attorney General Letter,Not Specified,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,9/14/21,9/14/21,6/16/22,Enacted,,https://perma.cc/2BEZ-HC3G
OH-8,OH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 616,,4/4/22,,7/3/22,Pending,https://www.legislature.ohio.gov/legislation/legislation-status?id=GA134-HB-616,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb616/IN/00/hb616_00_IN?format=pdf
OH-9,OH,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not specified ,House Bill 529,,1/4/22,,7/3/22,Pending,https://www.legislature.ohio.gov/legislation/legislation-status?id=GA134-HB-529,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb529/IN/00/hb529_00_IN?format=pdf
OH-10,OH,Lakota Local School District ,"5572 Princeton Road
Liberty Township, OH
45011-9726",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Policy 2210,,3/28/22,3/8/22,6/14/22,Enacted,https://perma.cc/EM3Y-BTYW ,https://go.boarddocs.com/oh/lakota/Board.nsf/Public?open&id=policies#
OH-11,OH,Forest Hills School District,"946 Beechmont Ave. Cincinnati, Ohio 45255",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,,,3/31/22,5/1/22,6/14/22,Enacted,,https://perma.cc/948A-HKQM
OH-12,OH,Big Walnut School Board,"110 Tippett Court
Sunbury, OH 43074",LocalSch,Policy,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,4/27/22,4/27/22,6/14/22,Enacted,https://www.youtube.com/watch?v=4dIv-h6vDNQ&list=PLdZTIMdm9WHfZ9aEVvRRDIxylkgtAXBcP&index=15&ab_channel=BigWalnutLocalSchools,https://perma.cc/PT7W-TSP9
OH-13,OH,Legislature,,State,Legislation,Not Specified,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,House Bill 61,,2/3/21,,7/3/22,Pending,https://www.legislature.ohio.gov/legislation/legislation-status?id=GA134-HB-61,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb61/IN/00/hb61_00_IN?format=pdf
OH-14,OH,Forest Hills School District,"946 Beechmont Ave. Cincinnati, Ohio 45255",LocalSch,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,6/22/22,6/22/22,7/8/22,Enacted,,https://perma.cc/F79V-CUK6
OK-1,OK,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1775,Executive Order 22,1/20/21,5/7/21,6/16/22,Enacted,http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1775&Session=2100,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20ENR/hB/HB1775%20ENR.PDF
OK-2,OK,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 830,,2/1/21,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb803&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB803%20INT.PDF
OK-3,OK,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1641,,1/19/21,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1641&Session=2100,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/hB/HB1641%20INT.PDF
OK-4,OK,Attorney General Mike Hunter,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/21,5/19/21,6/16/22,Enacted,,https://perma.cc/QM8T-9EKQ
OK-7,OK,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Resolution 1038,,5/24/21,5/21/21,6/16/22,Enacted,http://www.oklegislature.gov/BillInfo.aspx?Bill=hr1038&Session=2100,https://legiscan.com/OK/text/HR1038/id/2405962
OK-8,OK,Legislature,,State,Legislation,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 830,,2/1/21,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb830&Session=2100,https://legiscan.com/OK/text/SB830/id/2252417
OK-9,OK,Legislature,,State,Legislation,Not Specified,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not Specified,Senate Bill 1141,,2/7/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1141&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1141%20INT.PDF
OK-10,OK,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Senate Bill 1149,,2/7/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1149&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1149%20INT.PDF
OK-11,OK,Legislature,,State,Legislation,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 2988,,2/7/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB2988&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/hB/HB2988%20INT.PDF
OK-12,OK,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Senate Bill 1401,,1/19/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1401&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1401%20INT.PDF
OK-13,OK,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Specified,Senate Bill 1169,,1/4/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1169&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1169%20INT.PDF
OK-14,OK,Legislature,,State,Legislation,Not Specified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,Senate Bill 1142,,2/7/22,,7/3/22,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1142&Session=2200,https://legiscan.com/OK/text/SB1142/id/2533307/Oklahoma-2022-SB1142-Amended.pdf
